p,d,q,P,D,Q,s,AIC,RMSE
1,3,3,2,2,0,12,208.81583383002362,2.0217838025901966
1,3,3,2,2,1,12,199.22468252634675,1.010355924156404
1,3,3,2,2,2,12,189.51924588065964,1.0215413050634838
1,3,3,2,2,3,12,135.91266157456977,1.1362997933189785
1,3,3,3,0,0,12,235.14182624861533,1.9974568851480952
1,3,3,3,0,1,12,237.0311547227929,1.8957463642425163
1,3,3,3,0,2,12,1612.6874491854355,45115.03959877381
1,3,3,3,0,3,12,224.11158540481722,1.5179347931857885
1,3,3,3,1,0,12,182.8309246533382,1.9096597264692552
1,3,3,3,1,1,12,192.8157559539236,1.585453077846898
1,3,3,3,1,2,12,1842.3910931925682,429.557074116109
1,3,3,3,1,3,12,176.6637473685466,3.926471282330799
1,3,3,3,2,0,12,140.34994868432705,3.367360303410396
1,3,3,3,2,1,12,141.29715823318872,3.2621159809995057
1,3,3,3,2,2,12,157.72252248421353,1.3599757027906776
1,3,3,3,2,3,12,134.63451700834153,2.495103920756514
1,3,4,0,0,0,12,439.1979194532207,85.27670783190871
1,3,4,0,0,1,12,371.4258709724624,61.90816786401756
1,3,4,0,0,2,12,1662.4699629007748,18341335051114.824
1,3,4,0,0,3,12,261.5091102968496,33.20471160933398
1,3,4,0,1,0,12,306.53907258717345,1.1734618001455184
1,3,4,0,1,1,12,253.3311376250855,1.2486117895688171
1,3,4,0,1,2,12,2430.3882474709817,439683291420.5132
1,3,4,0,1,3,12,171.06777371296528,1.498149353297977
1,3,4,0,2,0,12,312.49551769481354,2.0438536312785915
1,3,4,0,2,1,12,223.11222735615146,1.1757084936529916
1,3,4,0,2,2,12,166.9132063836124,1.4498860527434136
1,3,4,0,2,3,12,119.0708573886819,1.3130487317453094
1,3,4,1,0,0,12,323.9554698863325,1.0871016868820105
1,3,4,1,0,1,12,306.1518545095188,1.3222653624733134
1,3,4,1,0,2,12,1623.1207727887577,7536966391098.629
1,3,4,1,0,3,12,223.65694731446837,2.0775286631037475
1,3,4,1,1,0,12,274.59911715025527,1.3113271153845927
1,3,4,1,1,1,12,259.49680368035644,1.4354435966426624
1,3,4,1,1,2,12,2360.795384936023,137082896164.47868
1,3,4,1,1,3,12,167.0915242225032,1.2556368822412616
1,3,4,1,2,0,12,267.8048206834527,1.622203500777195
1,3,4,1,2,1,12,225.1121698897785,1.1717733493504123
1,3,4,1,2,2,12,175.72700022610326,1.4854852627979753
1,3,4,1,2,3,12,117.56130505337107,1.879744721508791
1,3,4,2,0,0,12,277.05026538470673,1.3561460396294749
1,3,4,2,0,1,12,278.5836655322564,1.4768628913280286
1,3,4,2,0,2,12,1624.2164444224227,2906600692117.931
1,3,4,2,0,3,12,226.35055947382372,1.2975772823612264
1,3,4,2,1,0,12,233.9805913893397,1.7286671827421156
1,3,4,2,1,1,12,238.21042729469312,1.561866177283791
1,3,4,2,1,2,12,2224.488375440941,66071969918.76332
1,3,4,2,1,3,12,169.1505946821182,1.1638269151772458
1,3,4,2,2,0,12,200.49609715957808,1.0791880822621263
1,3,4,2,2,1,12,192.18376995789214,0.9653315542284071
1,3,4,2,2,2,12,178.40870473745878,1.0163566099478738
1,3,4,2,2,3,12,125.80889994030362,1.3185166319856152
1,3,4,3,0,0,12,235.39699383483722,1.836462868997772
1,3,4,3,0,1,12,240.12318376284043,1.6260088967320654
1,3,4,3,0,2,12,1134.846108314343,3308031820182.656
1,3,4,3,0,3,12,223.06952761634497,1.3509152546115584
1,3,4,3,1,0,12,186.53180548099363,1.6833922127952223
1,3,4,3,1,1,12,190.0899715517685,1.8601820136143812
1,3,4,3,1,2,12,1551.4974490376853,64610978070.03704
1,3,4,3,1,3,12,174.6171814218003,1.5129404436686704
1,3,4,3,2,0,12,143.64848292379506,2.3489216735369047
1,3,4,3,2,1,12,144.2267136577221,2.297297239149195
1,3,4,3,2,2,12,140.32904113943403,1.703843657846303
1,3,4,3,2,3,12,129.93630595860873,1.0027806891880762
1,3,5,0,0,0,12,437.1679345337593,87.21188338619194
1,3,5,0,0,1,12,359.2986119170595,14.540487214722862
1,3,5,0,0,2,12,453.7788659071849,87977822638847.45
1,3,5,0,0,3,12,252.4171665105774,2.522797668298279
1,3,5,0,1,0,12,300.900047548483,1.9053637437388486
1,3,5,0,1,1,12,248.04816246963566,2.208496573413521
1,3,5,0,1,2,12,1830.5705960398268,407140571684.43005
1,3,5,0,1,3,12,170.04949080401937,3.451205931009021
1,3,5,0,2,0,12,308.86701508007667,2.1616968438210695
1,3,5,0,2,1,12,219.41820725699742,1.2395514714770328
1,3,5,0,2,2,12,165.66436220897242,1.6825247739560323
1,3,5,0,2,3,12,118.77704927624573,1.0624154369178285
1,3,5,1,0,0,12,323.3281803484165,1.743698592868057
1,3,5,1,0,1,12,300.38291749712545,2.2061010449390452
1,3,5,1,0,2,12,458.6139876651107,1104658368875241.8
1,3,5,1,0,3,12,218.48830387184648,3.628970893556722
1,3,5,1,1,0,12,274.1912043713042,2.04768276008612
1,3,5,1,1,1,12,256.05515706088295,1.924816410957367
1,3,5,1,1,2,12,1813.119502257302,238880081729.82516
1,3,5,1,1,3,12,165.38101358888346,1.3587913421777078
1,3,5,1,2,0,12,268.1898274994936,1.746276596534024
1,3,5,1,2,1,12,222.2854514532966,1.5648504918170068
1,3,5,1,2,2,12,172.702688799923,1.4822243926129792
1,3,5,1,2,3,12,117.71182280976319,1.853904554981237
1,3,5,2,0,0,12,276.8508401972694,2.025711185390483
1,3,5,2,0,1,12,277.5503603890829,1.8832425885633963
1,3,5,2,0,2,12,447.3749073795749,111073309350510.8
1,3,5,2,0,3,12,219.90411590173625,2.9144909757935697
1,3,5,2,1,0,12,235.97311342370043,1.7161483233277726
1,3,5,2,1,1,12,236.91967016567483,1.5473828015872253
1,3,5,2,1,2,12,22.0,3.0459536963052702e+35
1,3,5,2,1,3,12,169.62438610656346,1.5938230469302082
1,3,5,2,2,0,12,201.43745570695947,1.4978101242595223
1,3,5,2,2,1,12,192.84998001126442,1.5517135842107252
1,3,5,2,2,2,12,181.00524949909067,1.5689127921325223
1,3,5,2,2,3,12,123.05852404663585,1.6773329599737452
1,3,5,3,0,0,12,236.70516342966982,1.7648346030653979
1,3,5,3,0,1,12,238.3326147865332,1.572312119516314
1,3,5,3,0,2,12,143.86277925308133,57952567452689.33
1,3,5,3,0,3,12,218.76173884075715,1.7273242757918135
1,3,5,3,1,0,12,184.78208114974248,1.6929472834321968
1,3,5,3,1,1,12,186.54410419209788,1.5872548314267974
1,3,5,3,1,2,12,1188.3039397588955,32570025557.06255
1,3,5,3,1,3,12,174.37151848316012,2.0436911766855483
1,3,5,3,2,0,12,144.6968302421937,2.796060915140748
1,3,5,3,2,1,12,145.3974991078753,3.495851076388568
1,3,5,3,2,2,12,167.04684393981688,1.3997340442413693
1,3,5,3,2,3,12,127.95863234617005,4.212770580767705
1,4,0,0,0,0,12,551.3098123924423,57.99355813657484
1,4,0,0,0,1,12,470.48522456917203,22.831984802393265
1,4,0,0,0,2,12,1850.2235754948347,206874.90961398275
1,4,0,0,0,3,12,346.58277431681216,136.7445393547573
1,4,0,0,1,0,12,513.271653958705,18.58204866981547
1,4,0,0,1,1,12,415.3258205183596,174.3912750733803
1,4,0,0,1,2,12,2100.8153033984377,166.990901917533
1,4,0,0,1,3,12,272.0944477071145,32.970103670896584
1,4,0,0,2,0,12,500.3483829422426,677.9134985657466
1,4,0,0,2,1,12,382.35354754752785,140.9975130660721
1,4,0,0,2,2,12,289.29855899555304,476.5602451126068
1,4,0,0,2,3,12,215.62980880670028,12.987221265467904
1,4,0,1,0,0,12,471.8452541418114,46.62914346802103
1,4,0,1,0,1,12,472.0574819667043,23.05549852802401
1,4,0,1,0,2,12,1810.1731134186741,82203.74931610728
1,4,0,1,0,3,12,348.2713916862662,76.34281350327433
1,4,0,1,1,0,12,424.2119386407421,272.2830325627522
1,4,0,1,1,1,12,413.63107733680226,203.39952925529042
1,4,0,1,1,2,12,2092.0105153902705,20.934545003166473
1,4,0,1,1,3,12,271.1902961365222,47.96232975962402
1,4,0,1,2,0,12,397.04316182494244,60.58649079309418
1,4,0,1,2,1,12,380.790632320743,330.65556482728744
1,4,0,1,2,2,12,299.97664531913574,360.43593056277103
1,4,0,1,2,3,12,214.47008247939812,460.51467852773885
1,4,0,2,0,0,12,408.87003986862084,50.460731714932656
1,4,0,2,0,1,12,410.79534787857153,32.03533969498669
1,4,0,2,0,2,12,1798.0100285408873,25391.759388620783
1,4,0,2,0,3,12,346.6261309820285,53.871834896417184
1,4,0,2,1,0,12,352.2661043373824,224.70413968532856
1,4,0,2,1,1,12,353.19898410308747,131.90761022741617
1,4,0,2,1,2,12,2080.0663553882896,2444.498626619049
1,4,0,2,1,3,12,268.4780334793593,123.37206507953861
1,4,0,2,2,0,12,303.8745744833106,475.2659025733937
1,4,0,2,2,1,12,300.09095758659146,392.021872548
1,4,0,2,2,2,12,298.85082001052854,210.85818722358172
1,4,0,2,2,3,12,210.71117652464986,99.50111942332153
1,4,0,3,0,0,12,346.03979980776876,19.456912629612496
1,4,0,3,0,1,12,348.039778239318,19.419524243953997
1,4,0,3,0,2,12,1566.1776299818096,134188.24918421233
1,4,0,3,0,3,12,341.6882372386764,127.30810080919422
1,4,0,3,1,0,12,274.5721607305337,40.61277581928646
1,4,0,3,1,1,12,267.57101735630954,289.6236991766109
1,4,0,3,1,2,12,1414.624779729029,14029.08750033965
1,4,0,3,1,3,12,270.47789909131376,123.36166994075242
1,4,0,3,2,0,12,192.00789030621073,72.57236639658518
1,4,0,3,2,1,12,193.91794670201634,81.54538419687933
1,4,0,3,2,2,12,195.0751709588566,234.42727051497562
1,4,0,3,2,3,12,212.3175815028852,101.05572199663925
1,4,1,0,0,0,12,482.7075837616906,171.56723251983266
1,4,1,0,0,1,12,405.05974745670886,149.30163879269725
1,4,1,0,0,2,12,1724.4723438426302,8917.287095746968
1,4,1,0,0,3,12,295.5386021532815,154.9283963575472
1,4,1,0,1,0,12,434.62581932766943,42.67534462601635
1,4,1,0,1,1,12,348.37039140563706,5.6963390237699825
1,4,1,0,1,2,12,273.0200499247835,22044918041986.324
1,4,1,0,1,3,12,227.4950475781589,26.581151336475273
1,4,1,0,2,0,12,432.8946262552381,192.36125364888676
1,4,1,0,2,1,12,324.7009044953746,13.69669515129723
1,4,1,0,2,2,12,244.91805983184736,73.7993960680415
1,4,1,0,2,3,12,181.00852189089838,10.49516379250528
1,4,1,1,0,0,12,411.128691063822,126.21479567067564
1,4,1,1,0,1,12,407.4867942099304,143.44090585331838
1,4,1,1,0,2,12,1772.0707599720263,15235.972499685191
1,4,1,1,0,3,12,296.9564228074397,88.88392411343781
1,4,1,1,1,0,12,363.6226728690864,15.201199017137728
1,4,1,1,1,1,12,347.5296895459083,4.986153682890377
1,4,1,1,1,2,12,865.8891519320003,38783435862988.51
1,4,1,1,1,3,12,228.30273341178707,9.188081104683116
1,4,1,1,2,0,12,348.1493647755308,79.03263976496474
1,4,1,1,2,1,12,326.4673146338235,12.366370421611114
1,4,1,1,2,2,12,255.2362905660902,17.332878743831767
1,4,1,1,2,3,12,182.39314222444074,47.55742868992998
1,4,1,2,0,0,12,354.3495310342215,110.65056075708324
1,4,1,2,0,1,12,356.43209355102135,86.79986026329864
1,4,1,2,0,2,12,1957.6893755412916,157341.0566852345
1,4,1,2,0,3,12,296.2788486750716,95.81580489908318
1,4,1,2,1,0,12,300.4069310616188,3.1568884528223653
1,4,1,2,1,1,12,301.9817646208106,6.005275490170676
1,4,1,2,1,2,12,14.0,548359827037599.9
1,4,1,2,1,3,12,221.32467494982114,60.43407565835148
1,4,1,2,2,0,12,265.1361670697669,15.29604956144662
1,4,1,2,2,1,12,262.7688740332587,19.268666883430964
1,4,1,2,2,2,12,252.3919577113022,14.378389359131619
1,4,1,2,2,3,12,184.40444258093666,45.4573003308174
1,4,1,3,0,0,12,298.7159885328367,76.39333523779564
1,4,1,3,0,1,12,300.69849408241146,76.84660849945108
1,4,1,3,0,2,12,1255.286090770608,833.6044382227803
1,4,1,3,0,3,12,289.3414744613589,111.09337147069536
1,4,1,3,1,0,12,237.93547285945883,30.953458796787967
1,4,1,3,1,1,12,232.55466950210297,39.648868426079154
1,4,1,3,1,2,12,1617.1260558905215,13959.414089233385
1,4,1,3,1,3,12,223.32573615404874,59.9929198345058
1,4,1,3,2,0,12,170.29580215608297,13.18484337731359
1,4,1,3,2,1,12,172.23806279980582,10.308571830464706
1,4,1,3,2,2,12,173.11524323523093,35.838627241971935
1,4,1,3,2,3,12,169.96075118643375,43.289122797098315
1,4,2,0,0,0,12,462.2637296789627,45.65623505011297
1,4,2,0,0,1,12,384.7338511286998,38.92088656365921
1,4,2,0,0,2,12,1737.438236736139,20178.39369389408
1,4,2,0,0,3,12,273.54445304517037,24.107398243657713
1,4,2,0,1,0,12,367.5357055733589,7.892481910183891
1,4,2,0,1,1,12,291.2303513350484,7.526740556599522
1,4,2,0,1,2,12,1198.537076592548,1001680853326.6716
1,4,2,0,1,3,12,190.8854749306912,10.519185550559
1,4,2,0,2,0,12,376.3138970466554,35.49374399810888
1,4,2,0,2,1,12,272.21199758150584,6.654822241466755
1,4,2,0,2,2,12,203.2305866176353,4.795584998475141
1,4,2,0,2,3,12,148.41963073293073,6.949175884062966
1,4,2,1,0,0,12,372.32255284431494,14.114258358118176
1,4,2,1,0,1,12,354.79224678939124,3.56998673226727
1,4,2,1,0,2,12,1671.4662806354881,4641.20820267616
1,4,2,1,0,3,12,252.22865910438554,7.814254193300244
1,4,2,1,1,0,12,313.7368246229119,3.7185264184082234
1,4,2,1,1,1,12,294.09281043678004,11.906910594963412
1,4,2,1,1,2,12,1196.839524142897,1009745543669.2834
1,4,2,1,1,3,12,191.349453952085,9.261490518527214
1,4,2,1,2,0,12,307.93889701963457,15.985625830894005
1,4,2,1,2,1,12,275.8473497125482,6.520865141690093
1,4,2,1,2,2,12,213.89826904484724,3.5150786765914592
1,4,2,1,2,3,12,149.74826314024494,1.3209181737687083
1,4,2,2,0,0,12,313.6064172463735,3.7872570938999064
1,4,2,2,0,1,12,305.1811908960933,9.648336443845446
1,4,2,2,0,2,12,2055.6479858183575,1020425.2957062456
1,4,2,2,0,3,12,253.0702069177043,7.278368700531728
1,4,2,2,1,0,12,260.72468733774605,5.232535735055871
1,4,2,2,1,1,12,262.71883118333653,5.125634066588124
1,4,2,2,1,2,12,1194.0718064746359,1012526182408.0776
1,4,2,2,1,3,12,187.87222731086743,1.7329607951440773
1,4,2,2,2,0,12,231.59264387084045,11.773560453553204
1,4,2,2,2,1,12,223.67491284162435,1.7496518323503896
1,4,2,2,2,2,12,215.9008386218122,3.549108776872977
1,4,2,2,2,3,12,146.50222558306749,28.653314083843846
1,4,2,3,0,0,12,262.6558314895374,2.4197087849847416
1,4,2,3,0,1,12,264.65409702814054,2.4581415500231145
1,4,2,3,0,2,12,1573.2482239437559,40357.07156223737
1,4,2,3,0,3,12,249.3347385302392,6.068039187077115
1,4,2,3,1,0,12,203.7142561574708,3.555811937627827
1,4,2,3,1,1,12,211.01854402641428,1.2150043827984038
1,4,2,3,1,2,12,667.1191186472704,3065923778436.887
1,4,2,3,1,3,12,192.0160025393525,5.320900094548006
1,4,2,3,2,0,12,156.21615593346635,14.002023674287893
1,4,2,3,2,1,12,157.9698799166182,11.979244913606571
1,4,2,3,2,2,12,159.99229743357415,26.723025202119896
1,4,2,3,2,3,12,148.50804568306373,30.230758771867595
1,4,3,0,0,0,12,456.02986125941635,48.19082556036638
1,4,3,0,0,1,12,380.95056408204266,41.29122036751114
1,4,3,0,0,2,12,1298.59252444677,492.5283333633916
1,4,3,0,0,3,12,270.8729641019325,26.31069142586872
1,4,3,0,1,0,12,324.83448115813286,1.587349478273606
1,4,3,0,1,1,12,260.9365346058826,3.011447487031296
1,4,3,0,1,2,12,14.0,1.5635041896761337e+105
1,4,3,0,1,3,12,178.5808681459081,3.399774755973171
1,4,3,0,2,0,12,337.5591728341661,2.7809936730874734
1,4,3,0,2,1,12,237.0429917097847,1.5193324478243435
1,4,3,0,2,2,12,180.75910520499363,1.2583267506377955
1,4,3,0,2,3,12,127.03126239307763,1.5995775797491758
1,4,3,1,0,0,12,342.565890469006,1.8454312945962443
1,4,3,1,0,1,12,327.7443823092369,1.908070368852796
1,4,3,1,0,2,12,1859.6674089634614,304696.97722704173
1,4,3,1,0,3,12,242.3789453199467,6.4272697854216245
1,4,3,1,1,0,12,286.436509286344,2.8145630006161126
1,4,3,1,1,1,12,283.35634047686756,8.571615785855752
1,4,3,1,1,2,12,16.0,2.68202474597698e+34
1,4,3,1,1,3,12,179.77937660119974,2.5606767613608064
1,4,3,1,2,0,12,282.54831357853556,1.7219837930121364
1,4,3,1,2,1,12,255.37415104643912,1.705258754013984
1,4,3,1,2,2,12,187.31982062313978,1.7785305764121646
1,4,3,1,2,3,12,128.5287481658813,1.2087960668896476
1,4,3,2,0,0,12,292.28154102290455,4.71166691894857
1,4,3,2,0,1,12,315.4776767166345,2.3915548826447246
1,4,3,2,0,2,12,1730.9920518476488,13063.093510294848
1,4,3,2,0,3,12,240.03652649255494,6.151674125523096
1,4,3,2,1,0,12,246.8932593155845,3.057998885180196
1,4,3,2,1,1,12,248.06632694000837,2.6759570476146
1,4,3,2,1,2,12,18.0,1.3379841237350406e+79
1,4,3,2,1,3,12,183.80228841777034,7.199021309768074
1,4,3,2,2,0,12,212.04295054774227,1.2955370332432663
1,4,3,2,2,1,12,200.1511207014414,1.6817797608655538
1,4,3,2,2,2,12,189.35750427945382,2.1676921937936675
1,4,3,2,2,3,12,158.8637609438602,2.924085975864583
1,4,3,3,0,0,12,248.9977639776512,3.3723035144870988
1,4,3,3,0,1,12,249.74499891066654,5.69293535562705
1,4,3,3,0,2,12,1572.3991739676374,62837.083694105844
1,4,3,3,0,3,12,241.08320514973173,6.355459602979607
1,4,3,3,1,0,12,209.22126651091614,3.3165629212033427
1,4,3,3,1,1,12,208.9323563846527,1.9376012188653002
1,4,3,3,1,2,12,20.0,5.756530368894815e+115
1,4,3,3,1,3,12,193.25597936660085,4.566820552963799
1,4,3,3,2,0,12,150.71649156931738,2.2258307934117445
1,4,3,3,2,1,12,151.98305645170578,2.2314979202016993
1,4,3,3,2,2,12,196.62627254380087,2.7538892428785964
1,4,3,3,2,3,12,181.86798439272857,6.363029573838276
1,4,4,0,0,0,12,459.5069481318631,230.2230678116456
1,4,4,0,0,1,12,386.8631598275495,197.62778649902097
1,4,4,0,0,2,12,91.57345792909352,972880518440644.4
1,4,4,0,0,3,12,269.9421553750633,154.6453164269079
1,4,4,0,1,0,12,324.2233218916308,1.1211420288700162
1,4,4,0,1,1,12,260.26186416718576,2.816084833553493
1,4,4,0,1,2,12,275.9248359683438,12149186578844.133
1,4,4,0,1,3,12,176.03322058377955,4.342856746682018
1,4,4,0,2,0,12,337.59661508629085,4.086259725881926
1,4,4,0,2,1,12,236.09441368861383,1.4315556219971286
1,4,4,0,2,2,12,177.932396293026,1.1610006570156766
1,4,4,0,2,3,12,128.1619698618107,1.1168182440193308
1,4,4,1,0,0,12,343.79712284948624,1.3300680305652948
1,4,4,1,0,1,12,317.27700429964165,2.9104440371759144
1,4,4,1,0,2,12,1309.3274604744033,10570738053447.508
1,4,4,1,0,3,12,227.90111362314846,4.377096340565553
1,4,4,1,1,0,12,288.73551652496144,2.796123166637414
1,4,4,1,1,1,12,262.4036931063633,2.705937795183111
1,4,4,1,1,2,12,18.0,1602881779877373.8
1,4,4,1,1,3,12,177.3341773807965,4.205415410925927
1,4,4,1,2,0,12,284.5613314039002,2.7978171680812394
1,4,4,1,2,1,12,241.15221856063656,2.4473310394085175
1,4,4,1,2,2,12,187.68968586487705,1.8275005938859679
1,4,4,1,2,3,12,129.73507838537995,1.4245497997857637
1,4,4,2,0,0,12,290.15669883151907,2.7414476890615287
1,4,4,2,0,1,12,291.3418358593939,3.2186377932167187
1,4,4,2,0,2,12,20.0,8.075406050235699e+64
1,4,4,2,0,3,12,231.62755999262012,4.3287674556035975
1,4,4,2,1,0,12,249.9298232677981,4.269812085254474
1,4,4,2,1,1,12,250.9716251719209,2.869941525339603
1,4,4,2,1,2,12,nan,nan
1,4,4,2,1,3,12,179.25592366089884,3.611166812224493
1,4,4,2,2,0,12,217.6594614837871,1.8467844093077999
1,4,4,2,2,1,12,213.8804365649943,4.934928303344344
1,4,4,2,2,2,12,190.21096899057517,1.919620480284264
1,4,4,2,2,3,12,131.80143843398022,6.511649368276793
1,4,4,3,0,0,12,248.15617774935066,2.7235150580756726
1,4,4,3,0,1,12,250.41350632737212,2.652487962128289
1,4,4,3,0,2,12,3230.351508789797,8595544977.450031
1,4,4,3,0,3,12,230.54126611930755,3.170570761273376
1,4,4,3,1,0,12,194.57091829557817,4.060761882936316
1,4,4,3,1,1,12,194.5642502683155,2.2950094596957906
1,4,4,3,1,2,12,174.51814213795268,275133467818593.66
1,4,4,3,1,3,12,181.23658491845833,4.321692455112503
1,4,4,3,2,0,12,152.99161755335612,2.4285333089826624
1,4,4,3,2,1,12,154.27737814742235,2.4754186504245483
1,4,4,3,2,2,12,153.64511225309442,5.839086717135599
1,4,4,3,2,3,12,134.4781987024072,7.484745127936242
1,4,5,0,0,0,12,435.9162118145539,98.76262811067487
1,4,5,0,0,1,12,371.8192670791743,61.86374916564344
1,4,5,0,0,2,12,1520.56283757366,4568611610331390.0
1,4,5,0,0,3,12,266.5695024859554,199.62547288176214
1,4,5,0,1,0,12,309.98020203203015,1.750463094364644
1,4,5,0,1,1,12,254.727239027697,2.483480156844919
1,4,5,0,1,2,12,804.8436652825517,9148546541117.127
1,4,5,0,1,3,12,166.95735963928848,2.681456677546541
1,4,5,0,2,0,12,317.8998709667047,2.1342659415004714
1,4,5,0,2,1,12,233.65091434145126,1.375086731084829
1,4,5,0,2,2,12,178.77463037551243,1.1167873036145983
1,4,5,0,2,3,12,125.77330467474536,1.372218218679128
1,4,5,1,0,0,12,342.6279037529495,1.5171604334621083
1,4,5,1,0,1,12,315.92353292103263,3.3760767145674886
1,4,5,1,0,2,12,1538.2964075387024,15896092909173.895
1,4,5,1,0,3,12,225.28159781318683,5.07710566568582
1,4,5,1,1,0,12,288.7790090745808,2.7452193163485443
1,4,5,1,1,1,12,262.6608907522212,2.973651200239726
1,4,5,1,1,2,12,805.8099243236608,1625894614925.7139
1,4,5,1,1,3,12,165.83750191192544,4.418218255603038
1,4,5,1,2,0,12,280.07030390746803,1.8628289602064814
1,4,5,1,2,1,12,233.91535437109857,1.4985590906677255
1,4,5,1,2,2,12,181.10130431981102,1.9517047921434387
1,4,5,1,2,3,12,128.29924879579008,1.1856998224836743
1,4,5,2,0,0,12,290.68123025045367,3.060941331191028
1,4,5,2,0,1,12,297.2181817004968,4.445782534355215
1,4,5,2,0,2,12,3649.941332977471,44485440.68815133
1,4,5,2,0,3,12,231.200868527498,4.063346745744287
1,4,5,2,1,0,12,245.8608728120727,2.535466601919763
1,4,5,2,1,1,12,247.6539877428114,2.4810046323369566
1,4,5,2,1,2,12,804.3770190326546,1393822295026.5425
1,4,5,2,1,3,12,167.59949939700329,3.86763775158116
1,4,5,2,2,0,12,212.97100881064785,3.5063373505405577
1,4,5,2,2,1,12,210.5786556447123,6.337258312531426
1,4,5,2,2,2,12,181.56167405857616,5.53082077858798
1,4,5,2,2,3,12,130.06939402179665,1.2124960330331445
1,4,5,3,0,0,12,247.73436276057245,2.5702702238964363
1,4,5,3,0,1,12,251.5387919245303,3.1206090413189296
1,4,5,3,0,2,12,1315.0403471286313,49301054874946.16
1,4,5,3,0,3,12,234.1869693643215,5.247386584531763
1,4,5,3,1,0,12,197.92420657237489,4.504079777485206
1,4,5,3,1,1,12,205.72747862389235,4.0975150493836585
1,4,5,3,1,2,12,475.32421456787824,22940278962989.438
1,4,5,3,1,3,12,177.54363112954093,10.616485256658226
1,4,5,3,2,0,12,154.63525661117515,2.0318148825232325
1,4,5,3,2,1,12,156.6032581364065,2.792766607674982
1,4,5,3,2,2,12,170.26652391487045,2.4321741853273493
1,4,5,3,2,3,12,133.29296178518206,1.815947414045809
1,5,0,0,0,0,12,636.717919548795,2604.708687548118
1,5,0,0,0,1,12,545.5519990980233,2246.324443757776
1,5,0,0,0,2,12,2063.2632290907986,1530.859745206823
1,5,0,0,0,3,12,397.45498182380936,2055.4650405841553
1,5,0,0,1,0,12,591.0996926730403,539.825242286769
1,5,0,0,1,1,12,480.57942166421697,1167.799439308736
1,5,0,0,1,2,12,1417.5446984860498,93426.1408894896
1,5,0,0,1,3,12,311.49825268872286,759.7814916681814
1,5,0,0,2,0,12,565.1976177697047,1548.8277280623654
1,5,0,0,2,1,12,434.4043395368181,587.0831533550689
1,5,0,0,2,2,12,327.59852768051087,1296.376591393147
1,5,0,0,2,3,12,243.55540743714897,485.6713528631691
1,5,0,1,0,0,12,546.1283179116887,2316.7993773725684
1,5,0,1,0,1,12,546.6647341455014,2211.2996738998595
1,5,0,1,0,2,12,2096.0043049226088,2136.4069580298615
1,5,0,1,0,3,12,399.3165650678661,2201.680436069296
1,5,0,1,1,0,12,488.083142101021,1444.0895944192218
1,5,0,1,1,1,12,481.12886788966983,1492.2845808481254
1,5,0,1,1,2,12,1829.6186974734812,93256.68369468344
1,5,0,1,1,3,12,308.7184914131205,897.015529004817
1,5,0,1,2,0,12,446.98983278271305,759.8051966807103
1,5,0,1,2,1,12,431.50307575225986,1219.6064679385436
1,5,0,1,2,2,12,333.53871578642224,446.3914216239231
1,5,0,1,2,3,12,240.3123069290366,1519.7632170077684
1,5,0,2,0,0,12,471.72074037195034,2171.5464169330266
1,5,0,2,0,1,12,473.6976294164463,2154.727521429705
1,5,0,2,0,2,12,2104.2217682569167,2129.626168430307
1,5,0,2,0,3,12,398.3774671840539,1304.9532886866998
1,5,0,2,1,0,12,405.8739842810125,1183.795836331616
1,5,0,2,1,1,12,401.99976405628183,1369.8844117254519
1,5,0,2,1,2,12,1931.612247780879,5425.243127708698
1,5,0,2,1,3,12,308.19527898051075,142.7773072718158
1,5,0,2,2,0,12,342.5936773609318,2334.028058711103
1,5,0,2,2,1,12,337.3255301425138,1460.5142231410211
1,5,0,2,2,2,12,334.739140231046,517.2388303434672
1,5,0,2,2,3,12,238.2079918962619,226.50137005191888
1,5,0,3,0,0,12,397.3983133747048,2029.7780124377857
1,5,0,3,0,1,12,397.36796051151737,1479.7391538324734
1,5,0,3,0,2,12,1784.7957283800774,2289.830924035246
1,5,0,3,0,3,12,393.84478650040035,1310.1401120249343
1,5,0,3,1,0,12,313.5576045108301,125.82160974180296
1,5,0,3,1,1,12,306.91083845705907,1704.2904895483919
1,5,0,3,1,2,12,1334.6660633511724,347017.49471290543
1,5,0,3,1,3,12,310.1951506354636,142.59571699815749
1,5,0,3,2,0,12,216.19826303367392,2083.0808408971297
1,5,0,3,2,1,12,218.12315589445825,2108.4692220303536
1,5,0,3,2,2,12,218.76255650151842,2247.804484734219
1,5,0,3,2,3,12,220.80679087547682,2246.848190584474
1,5,1,0,0,0,12,546.9180796430666,72.6003243014181
1,5,1,0,0,1,12,464.82420473893086,31.7682948322626
1,5,1,0,0,2,12,10.0,6.097702574692333e+131
1,5,1,0,0,3,12,338.7155141477741,169.5690191394731
1,5,1,0,1,0,12,508.0849524004276,33.52170542298393
1,5,1,0,1,1,12,409.7998737238652,195.31349529142534
1,5,1,0,1,2,12,2773.186493139331,1546417660596.6953
1,5,1,0,1,3,12,265.0408225708741,10.40021956960497
1,5,1,0,2,0,12,492.8764279969314,730.7743978404989
1,5,1,0,2,1,12,373.82814899923716,103.88976392616759
1,5,1,0,2,2,12,281.3810503836579,536.7289413640692
1,5,1,0,2,3,12,207.40163876438146,172.9889836491373
